FilePath,SpeakerID
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SX325.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SX55.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SX235.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SX145.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SA2.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SX415.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SA1.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SI685.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SI1945.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FREH0/SI1315.WAV,FREH0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SI1314.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SX144.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SI684.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SX234.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SX414.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SI1944.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SA2.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SA1.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SX54.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/FSMM0/SX324.WAV,FSMM0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SX149.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SI1139.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SI1277.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SX419.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SI1769.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SX59.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SA2.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SX239.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SA1.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJJB0/SX329.WAV,MJJB0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SX316.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SX46.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SX136.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SI496.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SI1756.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SA2.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SX226.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SX406.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SA1.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MMAG0/SI1126.WAV,MMAG0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJXL0/SX362.WAV,MJXL0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJXL0/SX272.WAV,MJXL0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJXL0/SX92.WAV,MJXL0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJXL0/SI542.WAV,MJXL0
/home/dsp/Documents/TIMIT/lisa/data/timit/raw/TIMIT/TRAIN/wav/MJXL0/SX182.WAV,MJXL0
